Original Orbis Name,Original Kununu Name,Similarity Score,Orbis Name (after preprocessing),Kununu Name (after preprocessing),Orbis ID,Kununu ID,NACE Code,Employees,City,Kununu Name Translated
heinrich hirdes gmbh,hires berlin gmbh,90.90909,hirdes,hires,2296200,78d78e7e-4c5e-48fa-9850-ccb1baccd542,F - Construction,97.0,BREMEN,hires berlin gmbh
heine gmbh & co kg,heinen druck gmbh,90.90909,heine,heinen,2379502,78db1515-fe64-4d42-a7e3-36eb3356adae,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,56.0,OLDENBURG,heinen printing gmbh
weber & schaer gmbh & co kg,scharf,90.90909,schar,scharf,2315184,78f1f2d3-ccb6-48c2-8d3d-dff56d0d209e,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,74.0,HAMBURG,sharp
klinikum frankfurt hoechst gmbh,klinikum frankfurt hchst gmbh,90.90909,hochst,hchst,31699422,79973eeb-a76b-4fd4-930b-f6bd99431a40,Q - Human health and social work activities,2521.0,FRANKFURT,frankfurt hospital hchst gmbh
hof althues gmbh,altus ag,90.90909,althus,altus,2494757,79d87dab-2992-4cdb-982e-dc723a34acd3,"A - Agriculture, forestry and fishing",37.0,ROSENDAHL,altus ag
woehrle gmbh & co kg,whrle gmbh & co kg,90.90909,wohrle,whrle,2703841,7a55449d-b43b-409a-be38-acc236e8338e,C - Manufacturing,294.0,WILDBERG,whrle gmbh &amp; co kg
e wehrle gmbh,whrle gmbh & co kg,90.90909,wehrle,whrle,2740366,7a55449d-b43b-409a-be38-acc236e8338e,C - Manufacturing,298.0,FURTWANGEN,whrle gmbh &amp; co kg
mondi holding deutschland gmbh,mondia group,90.90909,mondi,mondia,2824080,7ad79fd4-2272-41f4-b2a6-7e9886bebc4b,"M - Professional, scientific and technical activities",3670.0,HALLE,mondiagroup
dupon deutschland gmbh,dupont,90.90909,dupon,dupont,157726362,7b23e64c-acab-4189-952f-caa7b56e2fa0,C - Manufacturing,46.0,GUDENSBERG,dupont
burger farbe & glas gmbh,farben walter,90.90909,farbe,farben,2417504,7b7d2c46-dcb8-46f9-b250-6fbaf2342252,F - Construction,54.0,BURG,colors walter
dr clauss & sohn gmbh,clarus ag,90.90909,claus,clarus,7697221,7bcbaef3-581f-4bea-96b6-5ed0aa23794e,L - Real estate activities,86.0,HALLE,clarus ag
grothe elektro gmbh,goethe universitt frankfurt am main,90.90909,grothe,gothe,2582731,7c7cefa7-e97e-4cb9-8ea3-26a6d8374db1,F - Construction,51.0,NEUWIED,Goethe University Frankfurt am Main
handelsgesellschaft peter cremer mbh,crmer & co gmbh,90.90909,cremer,crmer,2314791,7cea03ce-cfc1-4349-82fc-6b12390bb71e,"M - Professional, scientific and technical activities",2077.0,HAMBURG,crmer &amp; co gmbh
cramer verwaltungsgmbh,crmer & co gmbh,90.90909,cramer,crmer,41147308,7cea03ce-cfc1-4349-82fc-6b12390bb71e,N - Administrative and support service activities,629.0,BURGDORF,crmer &amp; co gmbh
wunsch hotel ohg,wnsch ag,90.90909,wunsch,wnsch,251805374,7cedb966-013a-4979-863e-54d98b03278b,I - Accommodation and food service activities,69.0,BAD GRIESBACH,wish ag
sprit shop gmbh,esprit,90.90909,sprit,esprit,82696909,7d56faca-d956-4e71-95fc-5574dee766ac,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,31.0,EHRENKIRCHEN,esprit
rektol gmbh & co kg,retol gmbh,90.90909,rektol,retol,129497235,7d5a5f3b-420f-4657-bbd5-6b63f30b1e51,C - Manufacturing,55.0,KORBACH,retol gmbh
solis pflege gmbh,solics gmbh,90.90909,solis,solics,317239940,7d5bd540-e7fe-4da5-8ddb-38ed01684582,Q - Human health and social work activities,42.0,ALTLANDSBERG,solics gmbh
brata produktions und vertriebsgesellschaft kg,berata gmbh,90.90909,brata,berata,12628244,7d899cf3-4841-47ae-92d0-0932ef58ae08,C - Manufacturing,122.0,NEUSS,berata gmbh
conren land ag,autohaus walter coenen gmbh,90.90909,conren,conen,41202366,7d99a695-d77a-41f9-afc9-34bbf62396b0,L - Real estate activities,105.0,FRANKFURT,car dealership walter coenen gmbh
coneon gmbh,autohaus walter coenen gmbh,90.90909,coneon,conen,61731931,7d99a695-d77a-41f9-afc9-34bbf62396b0,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,31.0,HERBORN,car dealership walter coenen gmbh
conven system gmbh,autohaus walter coenen gmbh,90.90909,conven,conen,109968368,7d99a695-d77a-41f9-afc9-34bbf62396b0,"M - Professional, scientific and technical activities",150.0,DELBRUECK,car dealership walter coenen gmbh
iadinformationsverarbeitung und angewandte datentechnik gmbh,ihk gesellschaft fr informationsverarbeitung mbh,90.90909,iadinformationsverarbeitung,ihk informationsverarbeitung,2624340,7dd2bf98-6241-447a-8765-e73ae17ccd4c,J - Information and communication,58.0,MARBURG,ihk company for information processing mbh
hansa partner gmbh wirtschaftspruefungsgesellschaft,lohr company gmbh wirtschaftsprfungsgesellschaft,90.90909,wirtschaftsprufungsgesellschaft,lohr wirtschaftsprfungsgesellschaft,2322423,7e0da44a-2ba7-4213-9680-5942dbfeb65f,"M - Professional, scientific and technical activities",33.0,HAMBURG,lohr company gmbh auditing company
eon business solutions gmbh,neo business partners,90.90909,eon busines,neo busines,137509905,7e26d5c3-cdf7-4009-a6c6-e85c1723526d,"D - Electricity, gas, steam and air conditioning supply",150.0,ESSEN,neo business partners
hotel ascona gmbh,acona hydraulik gesellschaft mit beschrnkter haftung & co kommanditgesellschaft,90.90909,ascona,acona,75254158,7e70460f-8e46-4f93-a1a0-f68382713f42,I - Accommodation and food service activities,36.0,BAD BEVENSEN,acona hydraulics limited liability company &amp; co limited partnership
arcona w hotelbetriebsgesellschaft mbh,acona hydraulik gesellschaft mit beschrnkter haftung & co kommanditgesellschaft,90.90909,arcona,acona,2423130,7e70460f-8e46-4f93-a1a0-f68382713f42,I - Accommodation and food service activities,50.0,ROSTOCK,acona hydraulics limited liability company &amp; co limited partnership
biendl reisen gmbh,dipling h bendl gmbh & co bauunternehmen,90.90909,biendl,bendl,2810596,7ec16dec-2b66-416b-a38c-70b181f4ce70,H - Transportation and storage,46.0,STRAUBING,dipling h bendl gmbh &amp; co construction company
muench chemie international gmbh,smunch,90.90909,munch,smunch,2688643,7ef529d2-89ee-460f-a96e-9a93b4cde3e2,C - Manufacturing,40.0,WEINHEIM,smunch
stiga gmbh,astiga gmbh,90.90909,stiga,astiga,2548892,7f0d6aa9-4b64-4eb2-b879-ca598c783aa9,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,42.0,STRAELEN,astiga gmbh
h&s mode gmbh,hc&s ag,90.90909,hunds,hcunds,81965022,7f4b6014-104e-40be-868b-2babdb17e879,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,41.0,FUESSEN,hc&amp;s ag
traub gmbh & co kg,straub reisen,90.90909,traub,straub,49056750,7f6c6497-b872-4875-9f0f-21d1305c30ef,L - Real estate activities,466.0,AALEN,straub travel
strub medical gmbh & co kg,straub reisen,90.90909,strub,straub,263670429,7f6c6497-b872-4875-9f0f-21d1305c30ef,C - Manufacturing,91.0,NEUHAUSEN,straub travel
strabag ag,straub reisen,90.90909,strab,straub,2430385,7f6c6497-b872-4875-9f0f-21d1305c30ef,"M - Professional, scientific and technical activities",9391.0,KOELN,straub travel
seniorenzentrum am schlossberg gmbh,schloss berge,90.90909,schlosberg,schlos berge,61502027,7f902590-aabc-4a77-9249-bd9ab7f812fc,Q - Human health and social work activities,141.0,HAUSACH,castle mountains
autohaus wilke gmbh,ambulanter pflegedienst wilske und partner,90.90909,wilke,wilske,8902975,7fecf57a-7aef-4cd2-97fe-b4c57476b4c8,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,38.0,MAGDEBURG,outpatient nursing service wilske and partner
keser gmbh,kessler & co,90.90909,keser,kesler,8904887,80d149d4-eb38-406f-930b-72f2cb8d434d,C - Manufacturing,48.0,BIELEFELD,kessler &amp; co
bohnen logistik gmbh,bhnen gmbh & co kg,90.90909,bohnen,bhnen,2572792,80fcf335-4125-4648-98f6-95af51e15858,H - Transportation and storage,146.0,DUISBURG,bhnen gmbh &amp; co kg
buehnen gmbh & co kg,bhnen gmbh & co kg,90.90909,buhnen,bhnen,2293487,80fcf335-4125-4648-98f6-95af51e15858,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,62.0,BREMEN,bhnen gmbh &amp; co kg
tomesa fachklinik f & m gmbh,tomes gmbh,90.90909,tomesa,tomes,156621587,8100f599-a40a-4dfc-8da8-78779cacfbdf,Q - Human health and social work activities,63.0,BAD BOCKLET,tomes gmbh
trendy mode gmbh & co kg,trend consult & solution ltd,90.90909,trendy,trend,2502242,811cc005-0852-494b-aaac-04f693d6ce64,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,39.0,ARNSBERG,trend consult &amp; solution ltd
mobility trader gmbh,delta car trade germany gmbh,90.90909,trader,trade,314769705,8133bfac-2ee6-49b5-9461-a6a539faf682,J - Information and communication,118.0,BERLIN,delta car trade germany gmbh
wachendorff automation gmbh & co kg,unternehmensgruppe aschendorff,90.90909,wachendorff,aschendorff,30460621,816ce1a5-f29e-4e8f-847f-29396cc849a4,C - Manufacturing,53.0,GEISENHEIM,aschendorff group of companies
wilhelm stoll maschinenfabrik gmbh,stolle,90.90909,stoll,stolle,2354656,81724861-357b-4152-ab95-bf9521c30ff0,C - Manufacturing,268.0,LENGEDE,stolle
solle spedition gmbh,stolle,90.90909,solle,stolle,2477147,81724861-357b-4152-ab95-bf9521c30ff0,H - Transportation and storage,67.0,HAMM,stolle
schuk consulting gmbh,schunk gmbh & co kg,90.90909,schuk,schunk,319559523,82222926-d886-4b41-b52a-39cadbb4aa52,N - Administrative and support service activities,120.0,ULM,schunk gmbh &amp; co kg
acp digital business solutions ag,icp business communications gmbh,90.90909,acp busines,icp busines,50642103,82e7d50c-4b3f-47ad-8fc7-6b4e66c0d6ba,J - Information and communication,32.0,JENA,icp business communications gmbh
dimos maschinenbau gmbh,diamos ag,90.90909,dimos,diamos,2617294,82ff9ac9-9864-45f1-8044-b9457cbbf610,C - Manufacturing,51.0,PETERSBERG,diamos ag
der europaeische hof hotel europa heidelberg gmbh,hotel europischer hof heidelberg,90.90909,europaische,europischer,2663442,834232d7-cd23-4c31-ba47-dc808466bba8,I - Accommodation and food service activities,80.0,HEIDELBERG,hotel europischer hof heidelberg
wende transport gmbh & co kg,peter wendel,90.90909,wende,wendel,11461980,8358177e-b89f-43a8-ab1e-af90a3259539,H - Transportation and storage,35.0,FULDA,peter wendel
imtron gmbh,mtron mller gmbh & co kg,90.90909,imtron,mtron,47617976,837094ba-1d43-4ea2-93d5-30e27c1510c8,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,88.0,INGOLSTADT,mtron mller gmbh &amp; co kg
feser magdeburg gmbh,fester & co gmbh,90.90909,feser,fester,196348261,84037efa-ba1a-4b83-bc0c-190b854146c4,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,103.0,MAGDEBURG,fester &amp; co gmbh
plant concept gmbh,planit digital gmbh & co kg,90.90909,plant,planit,31683582,849e77cd-c405-4cf5-946e-284cd85379dc,H - Transportation and storage,45.0,WITTEN,planit digital gmbh &amp; co kg
eitzenhoefer gesellschaft mit beschraenkter haftung,ritzenhoefer & company,90.90909,eitzenhofer,ritzenhofer,2622037,84ce9ccf-8a9c-44cf-9f9c-8791c7d19ac6,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,50.0,HERBORN,ritzenhoefer &amp; company
schmidt kuechen gmbh & co kg,schmidt kchen,90.90909,kuchen,kchen,2718058,84e67883-8bd0-4e9d-909b-94ba6f4cfc67,C - Manufacturing,163.0,NOHFELDEN,schmidt kitchen
gomes gebaeudereinigung gmbh,jolmes gebudereinigung gmbh,90.90909,gomes gebaudereinigung,jolmes gebudereinigung,2807266,84f8c9bb-e38c-49b5-8906-90b02325e719,N - Administrative and support service activities,92.0,MEMMINGEN,jolmes building cleaning gmbh
georg weisenberger gmbh & co kg,weissenberg group,90.90909,weisenberger,weisenberg,2746220,84fa37ba-f083-4bf8-b3f5-b7ab9c4151ec,F - Construction,35.0,KLEINOSTHEIM,weissenberggroup
schuetz dental gesellschaft mit beschraenkter haftung,schtz dental gmbh,90.90909,schutz,schtz,2650137,852ade93-ae7c-4d73-8b3e-785f1fe2069a,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,94.0,ROSBACH,stz dental gmbh
schatz umwelt gmbh,schtz dental gmbh,90.90909,schatz,schtz,16770786,852ade93-ae7c-4d73-8b3e-785f1fe2069a,"E - Water supply; sewerage, waste management and remediation activities",36.0,BRUECKEN-HACKPFUEFFEL,stz dental gmbh
autec gmbh & co kg,bautec gesellschaft fr zeitarbeit mbh,90.90909,autec,bautec,13960060,85ae6932-b276-4e7f-bbad-8fd789c11557,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,45.0,SCHIFFERSTADT,bautec company for temporary employment mbh
batec group gmbh,bautec gesellschaft fr zeitarbeit mbh,90.90909,batec,bautec,109931012,85ae6932-b276-4e7f-bbad-8fd789c11557,"M - Professional, scientific and technical activities",70.0,WEGBERG,bautec company for temporary employment mbh
geo ingenieurservice sued gmbh & co kg,geo ingenieurservice group,90.90909,geo ingenieurservice sud,geo ingenieurservice,47619659,85d674cc-6152-4ed2-89dc-c2e03b74c2ed,"M - Professional, scientific and technical activities",37.0,GUNZENHAUSEN,geo engineering service group
nowack gmbh,glas nowak,90.90909,nowack,nowak,2293658,85dbfdb9-f80f-4c05-a0f9-6300dc1fa967,C - Manufacturing,56.0,LOHNE,glassnowak
hollister incorporated niederlassung deutschland,hollister incorporated niederlassung deutschland & dansac gmbh,90.90909,hollister incorporated niederlasung,hollister incorporated niederlasung dansac,308062397,85e11007-5782-4d2f-85a7-3a23b8ab3ce2,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,40.0,MUENCHEN,hollister incorporated branch germany &amp; dansac gmbh
otto doerner gmbh & co kg,otto drner gruppe,90.90909,dorner,drner,2336175,85fa3aeb-6fa2-4745-8e32-abc7d515b8db,"M - Professional, scientific and technical activities",1046.0,HAMBURG,otto drner group
durner gmbh & co kg,otto drner gruppe,90.90909,durner,drner,6550562,85fa3aeb-6fa2-4745-8e32-abc7d515b8db,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,115.0,NUERNBERG,otto drner group
kuehl entsorgung & recycling suedwest gmbh,khl entsorgung & recycling sdwest gmbh,90.90909,kuhl sudwest,khl sdwest,2676994,8641816c-3b64-484f-baaa-5ec3a239ed43,"E - Water supply; sewerage, waste management and remediation activities",100.0,KARLSRUHE,khl disposal &amp; recycling sdwest gmbh
elektro seidl gmbh,seidel gmbh co kg,90.90909,seidl,seidel,2766218,87154330-17c9-4368-9577-0cd1bf7bb6eb,C - Manufacturing,34.0,REICHERTSHOFEN,seidel gmbh co kg
protechnik gmbh,prototechnik gmbh,90.90909,protechnik,prototechnik,125827148,87412234-96ac-4db8-9fcc-c75b8c17159b,"M - Professional, scientific and technical activities",63.0,HERNE,prototechnology gmbh
velero immobilien gmbh,elero gmbh antriebstechnik,90.90909,velero,elero,261761057,876f75a5-77de-4eb4-a6c5-bd23960b795b,L - Real estate activities,84.0,BERLIN,elero gmbh drive technology
klara gastronomie gmbh,klarna group,90.90909,klara,klarna,169674833,87ea2754-e171-42ec-96da-2354c7ca8fb4,I - Accommodation and food service activities,59.0,HANAU,klarna-group
brunel service gmbh & co kg,brune & company,90.90909,brunel,brune,151778673,87f04002-233e-43dd-92ed-eb07321b0575,S - Other service activities,88.0,BREMEN,brune &amp; company
braune gmbh,brune & company,90.90909,braune,brune,293875122,87f04002-233e-43dd-92ed-eb07321b0575,"M - Professional, scientific and technical activities",33.0,OEDERAN,brune &amp; company
bruener transporte gmbh & co kg,brune & company,90.90909,bruner,brune,172115975,87f04002-233e-43dd-92ed-eb07321b0575,H - Transportation and storage,42.0,GEORGSMARIENHUETTE,brune &amp; company
olymp cardetailing gmbh,olymp car detailing gmbh,90.90909,olymp cardetailing,olymp detailing,2643266,87fd158b-93ad-43af-bfbc-14ab55b21a0f,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,475.0,HEUSENSTAMM,olymp car detailing gmbh
grimme gmbh & co kg,autohaus otto grimm,90.90909,grimme,grimm,155058724,88b6a054-21a5-431f-a88a-5ba18b8aeefe,K - Financial and insurance activities,2660.0,DAMME,car dealership otto grimm
raiffeisenbank grimma eg,autohaus otto grimm,90.90909,grimma,grimm,53478452,88b6a054-21a5-431f-a88a-5ba18b8aeefe,K - Financial and insurance activities,41.0,GRIMMA,car dealership otto grimm
grimms gmbh,autohaus otto grimm,90.90909,grimms,grimm,41225648,88b6a054-21a5-431f-a88a-5ba18b8aeefe,C - Manufacturing,84.0,HOCHDORF,car dealership otto grimm
movivo kg,ovivo deutschland gmbh,90.90909,movivo,ovivo,251722422,89230332-26a0-4d78-859e-a092d0a9a71f,H - Transportation and storage,55.0,VELBERT,ovivo germany gmbh
ecker metalltechnik gmbh,eckert schulen,90.90909,ecker,eckert,2717767,89ea930d-fd4a-49a6-83ce-5f38ccc2a06c,C - Manufacturing,32.0,SAARLOUIS,eckert schools
breidenbach metallbau gmbh,breitenbach software engineering gmbh,90.90909,breidenbach,breitenbach,2833944,8a1c17d4-6fd4-4dfa-9d2f-34ef15859908,F - Construction,45.0,PEITING,breitenbach software engineering gmbh
stock maschinenbau gmbh,stock3 ag,90.90909,stock,stock3,2618716,8a25e486-f808-4629-810c-e0576500ee58,C - Manufacturing,60.0,GREBENAU,stock3 ag
birken burger gastro gmbh,birke und partner gmbh,90.90909,birken,birke,308418355,8a4273e5-6a2d-419a-9074-2d68474ede8b,I - Accommodation and food service activities,34.0,MUENCHEN,birch and partner gmbh
eurofins finance transactions germany gmbh,transactio gmbh,90.90909,transactions,transactio,308391152,8a5c362d-ef56-44f1-ab4e-b9094c23c762,N - Administrative and support service activities,116.0,HAMBURG,transactio gmbh
aumann ag,amann group,90.90909,aumann,amann,133201920,8b3587af-d97a-4ed8-8c10-a85fd0c91e7d,C - Manufacturing,821.0,BEELEN,amanngroup
assmann holding gmbh,amann group,90.90909,asmann,amann,31679494,8b3587af-d97a-4ed8-8c10-a85fd0c91e7d,"M - Professional, scientific and technical activities",225.0,LUEDENSCHEID,amanngroup
lamann & co gmbh,amann group,90.90909,lamann,amann,2391132,8b3587af-d97a-4ed8-8c10-a85fd0c91e7d,C - Manufacturing,33.0,SCHUETTORF,amanngroup
ammann ohg,amann group,90.90909,ammann,amann,2752125,8b3587af-d97a-4ed8-8c10-a85fd0c91e7d,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,51.0,SCHWABMUENCHEN,amanngroup
hamann gmbh,amann group,90.90909,hamann,amann,2582060,8b3587af-d97a-4ed8-8c10-a85fd0c91e7d,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,109.0,NICKENICH,amanngroup
van der heusen personalservice gmbh & co kg,land hessen,90.90909,heusen,hesen,2577231,8bab38ae-b79c-4226-9412-48c0cfdd8b02,N - Administrative and support service activities,93.0,OBERHAUSEN,state of Hesse
hesena seniorenresidenz ggmbh,land hessen,90.90909,hesena,hesen,11446726,8bab38ae-b79c-4226-9412-48c0cfdd8b02,Q - Human health and social work activities,152.0,BERLIN,state of Hesse
hensen gmbh,land hessen,90.90909,hensen,hesen,2574337,8bab38ae-b79c-4226-9412-48c0cfdd8b02,C - Manufacturing,36.0,MOENCHENGLADBACH,state of Hesse
rainer teufel & partner gmbh steuerberatungsgesellschaft,deimel steuerberatungsgesellschaft,90.90909,teufel steurberatungsgesellschaft,deimel steurberatungsgesellschaft,2759566,8bc73151-beef-4074-b946-1a98b9a276a6,"M - Professional, scientific and technical activities",40.0,BAYREUTH,deimel tax consultancy
dr menzel & partner steuerberatungsgesellschaft mbb,deimel steuerberatungsgesellschaft,90.90909,menzel steurberatungsgesellschaft,deimel steurberatungsgesellschaft,469620158,8bc73151-beef-4074-b946-1a98b9a276a6,"M - Professional, scientific and technical activities",38.0,LOHR,deimel tax consultancy
wessels gmbh steuerberatungsgesellschaft,deimel steuerberatungsgesellschaft,90.90909,wesels steurberatungsgesellschaft,deimel steurberatungsgesellschaft,41150483,8bc73151-beef-4074-b946-1a98b9a276a6,"M - Professional, scientific and technical activities",2021.0,AURICH,deimel tax consultancy
